Id,WnvPresent
121,1.4727827025972241e-30
122,4.879239655505747e-34
123,2.06948808451452e-25
124,0.0
125,0.0
126,0.0
127,3.5246489051213875e-30
128,0.0
129,4.103436413689999e-27
130,6.351781373679529e-31
131,4.285832578016251e-22
132,0.0
133,0.0
134,0.0
135,9.629700566486711e-27
136,0.0
137,6.334177545890291e-20
138,5.412816432828286e-24
139,7.148800579637665e-17
140,0.0
141,0.0
142,0.0
143,1.5707769506530447e-19
144,0.0
145,2.329216515013108e-29
146,4.156294191196228e-33
147,1.9545229967578766e-24
148,0.0
149,0.0
150,0.0
151,4.107661001208323e-29
152,0.0
153,1.118869401785193e-25
154,1.6844306673497827e-29
155,7.264189471722017e-21
156,0.0
157,0.0
158,0.0
159,1.7292012233933747e-25
160,0.0
161,1.3413069884577528e-29
162,2.7738265092628293e-33
163,1.038459158038495e-24
164,0.0
165,0.0
166,0.0
167,2.129986134040263e-29
168,0.0
169,2.5604701276173817e-27
170,5.854125025710886e-31
171,2.8208037761795006e-22
172,0.0
173,0.0
174,0.0
175,6.393338998989234e-27
176,0.0
177,1.6229885067430366e-28
178,3.523973372027857e-32
179,1.6661521712842128e-23
180,0.0
181,0.0
182,0.0
183,3.745223795907424e-28
184,0.0
185,1.1735303596873743e-27
186,3.191391695745188e-31
187,1.521221951579412e-22
188,0.0
189,0.0
190,0.0
191,2.914593562793785e-27
192,0.0
193,6.762222187136315e-20
194,4.979790960429842e-24
195,9.088412590528019e-16
196,0.0
197,0.0
198,0.0
199,1.555464545044981e-19
200,0.0
201,4.944046671330707e-27
202,9.32977641106401e-31
203,5.47259542870172e-22
204,0.0
205,0.0
206,0.0
207,1.2260510085311987e-26
208,0.0
209,1.2502991347573574e-19
210,9.98216069768892e-24
211,1.0959074398976198e-16
212,0.0
213,0.0
214,0.0
215,3.100546422438773e-19
216,0.0
217,4.870619710895401e-23
218,7.590163866539961e-27
219,1.3089490060725403e-18
220,0.0
221,0.0
222,0.0
223,1.182570528290763e-22
224,0.0
225,4.8641693431848283e-26
226,8.981025857005555e-30
227,5.435896559161782e-21
228,0.0
229,0.0
230,0.0
231,1.2062378424501997e-25
232,0.0
233,9.37494710768344e-15
234,4.424501725593944e-19
235,6.019963173786724e-13
236,0.0
237,0.0
238,0.0
239,2.635362809122227e-15
240,0.0
241,1.1779295688663436e-28
242,2.3475618417383403e-32
243,1.2227319576237621e-23
244,0.0
245,0.0
246,0.0
247,2.7367423583731303e-28
248,0.0
249,3.0016084619433477e-29
250,5.527155335783195e-33
251,3.074614763167613e-24
252,0.0
253,0.0
254,0.0
255,6.829619620401783e-29
256,0.0
257,2.5023128596053192e-26
258,4.819241710461643e-30
259,2.7964310791646943e-21
260,0.0
261,0.0
262,0.0
263,6.205344431922927e-26
264,0.0
265,1.3191538709388792e-27
266,3.099581355166304e-31
267,1.441880214998455e-22
268,0.0
269,0.0
270,0.0
271,3.2824706414820406e-27
272,0.0
273,7.1928837116872425e-28
274,1.5449762053704892e-31
275,7.90561500006051e-23
276,0.0
277,0.0
278,0.0
279,1.7767008033903464e-27
280,0.0
281,5.335879565049172e-30
282,1.7275325792493426e-33
283,7.51767137039516e-25
284,0.0
285,0.0
286,0.0
287,1.3125367548174225e-29
288,0.0
289,1.9513879546814124e-30
290,6.494838632098418e-34
291,2.7708766412981657e-25
292,0.0
293,0.0
294,0.0
295,4.7397865678262865e-30
296,0.0
297,3.776861095252122e-27
298,5.1808517025203545e-31
299,3.6546408601596556e-22
300,0.0
301,0.0
302,0.0
303,7.883043114670839e-27
304,0.0
305,2.7573919022881243e-24
306,3.5733357520770784e-28
307,3.0485901741885517e-19
308,0.0
309,0.0
310,0.0
311,6.734123739193651e-24
312,0.0
313,6.639906854194891e-28
314,1.1268328813790376e-31
315,6.964236989601517e-23
316,0.0
317,0.0
318,0.0
319,1.5831506217692624e-27
320,0.0
321,3.2324386629823884e-15
322,1.5545748088986037e-19
323,2.2078094018794514e-13
324,0.0
325,0.0
326,0.0
327,8.944369343891504e-16
328,0.0
329,1.2429436741445346e-17
330,1.22705074704335e-21
331,8.849409538966009e-16
332,0.0
333,0.0
334,0.0
335,2.8313639633332714e-18
336,0.0
337,8.661232056884012e-27
338,1.716126208019705e-30
339,9.16532779451073e-22
340,0.0
341,0.0
342,0.0
343,2.048961276648208e-26
344,0.0
345,1.073487736133185e-27
346,2.681604716273799e-31
347,1.2193463401679527e-22
348,0.0
349,0.0
350,0.0
351,2.6811394608759584e-27
352,0.0
353,5.5675060166258206e-27
354,1.1171733741005905e-30
355,5.850958867265664e-22
356,0.0
357,0.0
358,0.0
359,1.3086441290102564e-26
360,0.0
361,5.124249580658204e-29
362,1.0495421882467933e-32
363,5.3164314352761195e-24
364,0.0
365,0.0
366,0.0
367,1.2001454115160935e-28
368,0.0
369,1.3004205301734405e-30
370,2.6549226383655144e-34
371,1.2783495899487154e-25
372,0.0
373,0.0
374,0.0
375,2.808444835526961e-30
376,0.0
377,2.8560622406679235e-27
378,6.612622629731514e-31
379,2.0345718603656645e-22
380,0.0
381,0.0
382,0.0
383,4.575060449587478e-27
384,0.0
385,2.3226329943321187e-29
386,5.512500227306303e-33
387,2.411369504696053e-24
388,0.0
389,0.0
390,0.0
391,5.462064915141017e-29
392,0.0
393,1.2009309779255516e-24
394,1.6917662335813999e-28
395,1.3480128172955102e-19
396,0.0
397,0.0
398,0.0
399,2.978132341293652e-24
400,0.0
401,2.9455544273937652e-27
402,4.223264852080619e-31
403,2.883954300452977e-22
404,0.0
405,0.0
406,0.0
407,6.263752032309161e-27
408,0.0
409,2.2876754245041064e-25
410,3.119060396822142e-29
411,2.5197732531542317e-20
412,0.0
413,0.0
414,0.0
415,5.673120810028589e-25
416,0.0
417,3.9831125383374067e-25
418,5.906801259752025e-29
419,4.465397535078566e-20
420,0.0
421,0.0
422,0.0
423,9.87749601329078e-25
424,0.0
425,1.8329053710317946e-25
426,2.858653603482221e-29
427,2.0493506304752098e-20
428,0.0
429,0.0
430,0.0
431,4.545353427011052e-25
432,0.0
433,1.3689248438706779e-23
434,2.0205595492397305e-27
435,4.635794673312958e-19
436,0.0
437,0.0
438,0.0
439,3.4034589651306366e-23
440,0.0
441,1.4608335320052661e-19
442,1.1645424218110394e-23
443,1.153141389969144e-16
444,0.0
445,0.0
446,0.0
447,3.3389610714797523e-19
448,0.0
449,1.71229864590385e-25
450,2.6833061079892697e-29
451,1.9141655692531768e-20
452,0.0
453,0.0
454,0.0
455,4.2462489261874535e-25
456,0.0
457,8.113292987758857e-19
458,5.64142453662899e-23
459,6.647068818963256e-16
460,0.0
461,0.0
462,0.0
463,1.986528007785912e-18
464,0.0
465,2.809552958440916e-27
466,7.359880156769579e-31
467,3.5669730438228893e-22
468,0.0
469,0.0
470,0.0
471,7.02838165734187e-27
472,0.0
473,2.931229360467413e-27
474,4.420746492425542e-31
475,2.9642171741357425e-22
476,0.0
477,0.0
478,0.0
479,6.4485234400577394e-27
480,0.0
481,9.615448396008754e-29
482,1.772789772971573e-32
483,8.93860342744282e-24
484,0.0
485,0.0
486,0.0
487,1.9520898508218477e-28
488,0.0
489,2.0998685017552462e-30
490,6.886187792958524e-34
491,3.0241756871410736e-25
492,0.0
493,0.0
494,0.0
495,4.744490049862345e-30
496,0.0
497,3.970943372798241e-26
498,6.75455604942946e-30
499,4.351102500173905e-21
500,0.0
501,0.0
502,0.0
503,9.810760476120862e-26
504,0.0
505,6.750604849023314e-18
506,5.883075729745491e-22
507,3.9369511700206603e-16
508,0.0
509,0.0
510,0.0
511,1.1853280008998326e-18
512,0.0
513,5.966984562732159e-26
514,8.614921620905232e-30
515,4.27894108914824e-21
516,0.0
517,0.0
518,0.0
519,9.718569753394142e-26
520,0.0
521,8.123975409969727e-27
522,1.559049787975822e-30
523,9.08575003074693e-22
524,0.0
525,0.0
526,0.0
527,2.0146188642518725e-26
528,0.0
529,4.923454532068821e-28
530,8.430964630813694e-32
531,5.065454470533059e-23
532,0.0
533,0.0
534,0.0
535,1.1068797021019652e-27
536,0.0
537,1.402132219536532e-29
538,2.676982121473389e-33
539,1.4340566317506623e-24
540,0.0
541,0.0
542,0.0
543,3.186893755949337e-29
544,0.0
545,3.6245491258969714e-25
546,5.800425528539334e-29
547,4.016491786524866e-20
548,0.0
549,0.0
550,0.0
551,8.930793901696359e-25
552,0.0
553,3.7684020194491604e-18
554,2.187344682754683e-22
555,3.492220703289967e-15
556,0.0
557,0.0
558,0.0
559,9.807769680839167e-18
560,0.0
561,6.710616409138096e-29
562,1.4075802820287936e-32
563,7.009061486185804e-24
564,0.0
565,0.0
566,0.0
567,1.5896917057876333e-28
568,0.0
569,4.577020275898887e-25
570,6.429554017144622e-29
571,5.11499636416581e-20
572,0.0
573,0.0
574,0.0
575,1.1350381167657326e-24
576,0.0
577,4.069646240905173e-24
578,4.868842381083291e-28
579,4.460564732349725e-19
580,0.0
581,0.0
582,0.0
583,9.840306151990267e-24
584,0.0
585,1.1684519905728163e-26
586,2.0517102849534703e-30
587,1.2593160415911033e-21
588,0.0
589,0.0
590,0.0
591,2.856554084657121e-26
592,0.0
593,5.233488627548919e-24
594,6.731695230896928e-28
595,3.998683621912365e-19
596,0.0
597,0.0
598,0.0
599,1.2978233905334787e-23
600,0.0
601,4.307601604903495e-21
602,4.7836111140626915e-25
603,2.863560645187918e-17
604,0.0
605,0.0
606,0.0
607,1.0685602355697407e-20
608,0.0
609,6.086060843745889e-20
610,5.534459573274271e-24
611,3.3155992989526316e-16
612,0.0
613,0.0
614,0.0
615,1.556818019322271e-19
616,0.0
617,2.5297208674240704e-21
618,1.9646434165704734e-25
619,1.1057168755202127e-16
620,0.0
621,0.0
622,0.0
623,5.995451527914444e-21
624,0.0
625,1.892910743360972e-21
626,1.7099422937280516e-25
627,2.9032232938153456e-17
628,0.0
629,0.0
630,0.0
631,4.570783576292089e-21
632,0.0
633,1.4816309286343163e-21
634,1.116818240172102e-25
635,6.618473913106237e-17
636,0.0
637,0.0
638,0.0
639,3.4823924125506e-21
640,0.0
641,1.127513716904854e-21
642,1.0721096716282176e-25
643,1.1764857503443704e-17
644,0.0
645,0.0
646,0.0
647,2.7960576765883733e-21
648,0.0
649,4.332434188893384e-22
650,3.339063938823464e-26
651,3.8595499610450523e-17
652,0.0
653,0.0
654,0.0
655,9.801877203200096e-22
656,0.0
657,1.9750623393774536e-21
658,1.4629594352861188e-25
659,1.629661479666324e-16
660,0.0
661,0.0
662,0.0
663,4.631459374486128e-21
664,0.0
665,2.53967995236256e-21
666,3.3141047495608205e-25
667,3.0797656808974862e-18
668,0.0
669,0.0
670,0.0
671,6.298033226634061e-21
672,0.0
673,6.774859727478359e-24
674,8.888736768610632e-28
675,3.5205435010534515e-19
676,0.0
677,0.0
678,0.0
679,1.6800720952733807e-23
680,0.0
681,1.2914734956976692e-21
682,2.065174371217642e-25
683,1.4167266073827136e-18
684,0.0
685,0.0
686,0.0
687,3.2026522886267404e-21
688,0.0
689,1.5405289751358979e-21
690,2.0991768646825128e-25
691,3.2575249333787536e-18
692,0.0
693,0.0
694,0.0
695,3.820285595358925e-21
696,0.0
697,2.247372580020933e-21
698,3.2206308952679527e-25
699,2.025052083659191e-18
700,0.0
701,0.0
702,0.0
703,5.404262151389814e-21
704,0.0
705,3.02159889113797e-21
706,4.512510682336373e-25
707,1.3518499013619905e-18
708,0.0
709,0.0
710,0.0
711,3.6105496697402e-21
712,0.0
713,5.057526698638981e-20
714,5.789630043703396e-24
715,2.6192841186975357e-17
716,0.0
717,0.0
718,0.0
719,7.51147010752463e-20
720,0.0
721,4.996669033927498e-24
722,7.139195525592532e-28
723,1.1226135966991114e-19
724,0.0
725,0.0
726,0.0
727,1.2390957726973047e-23
728,0.0
729,2.5208102985354773e-21
730,3.1969211877234694e-25
731,8.432183211414508e-18
732,0.0
733,0.0
734,0.0
735,6.278195836113777e-21
736,0.0
737,7.156811896248544e-20
738,9.056466346430987e-24
739,1.9206050216878858e-17
740,0.0
741,0.0
742,0.0
743,5.478846943116318e-20
744,0.0
745,4.1912217355819024e-20
746,3.4197380565429585e-24
747,4.436880603401989e-16
748,0.0
749,0.0
750,0.0
751,1.0555598805531194e-19
752,0.0
753,2.722247760840963e-21
754,2.0029417507023385e-25
755,2.081381238761286e-16
756,0.0
757,0.0
758,0.0
759,6.393016825409877e-21
760,0.0
761,9.581384647956816e-24
762,1.0899186148607302e-27
763,1.047286032325452e-18
764,0.0
765,0.0
766,0.0
767,2.3176217480361312e-23
768,0.0
769,2.72365720590666e-16
770,2.0648803002410393e-20
771,4.225426398476919e-15
772,0.0
773,0.0
774,0.0
775,1.3796130192104447e-17
776,0.0
777,8.371383782030635e-18
778,9.878603455672574e-22
779,3.4207954970456953e-16
780,0.0
781,0.0
782,0.0
783,1.082064841180244e-18
784,0.0
785,1.5747743733415108e-17
786,1.5188627399800472e-21
787,2.550492437147951e-16
788,0.0
789,0.0
790,0.0
791,7.51729281280215e-19
792,0.0
793,2.9541395252964646e-20
794,4.1568682246127446e-24
795,3.495613983451117e-18
796,0.0
797,0.0
798,0.0
799,9.33608949805982e-21
800,0.0
801,2.1533367654372153e-20
802,3.03957119517498e-24
803,3.119958386861438e-18
804,0.0
805,0.0
806,0.0
807,8.332819581435299e-21
808,0.0
809,5.445122184666708e-17
810,6.137629658045531e-21
811,3.164310214847949e-16
812,0.0
813,0.0
814,0.0
815,9.544418328064281e-19
816,0.0
817,3.983584701280644e-17
818,4.728611495092411e-21
819,2.3924951167988105e-16
820,0.0
821,0.0
822,0.0
823,7.186526033309039e-19
824,0.0
825,7.047368715076207e-18
826,8.621959393252538e-22
827,2.8803678302693624e-16
828,0.0
829,0.0
830,0.0
831,9.088189963137956e-19
832,0.0
833,1.6128378957292356e-18
834,1.7841150862807247e-22
835,7.211881373150959e-17
836,0.0
837,0.0
838,0.0
839,2.070473527522061e-19
840,0.0
841,3.411078780873445e-21
842,2.75714873591409e-25
843,4.117726926857143e-17
844,0.0
845,0.0
846,0.0
847,8.306984727577222e-21
848,0.0
849,1.96569795206295e-20
850,2.1097668786008457e-24
851,4.0798576057977305e-17
852,0.0
853,0.0
854,0.0
855,4.9430839990702824e-20
856,0.0
857,1.8465364836955846e-15
858,1.1152591855716907e-19
859,1.5501610954073153e-14
860,0.0
861,0.0
862,0.0
863,5.1387665803848335e-17
864,0.0
865,1.9238872032726623e-20
866,2.516713201118362e-24
867,3.562683028287835e-18
868,0.0
869,0.0
870,0.0
871,9.515216913736599e-21
872,0.0
873,6.801857063174676e-20
874,9.035623852454142e-24
875,4.405422494572679e-18
876,0.0
877,0.0
878,0.0
879,1.176605129308868e-20
880,0.0
881,9.434580536503317e-21
882,1.0796618561562543e-24
883,7.673842223799368e-18
884,0.0
885,0.0
886,0.0
887,2.0765868446132253e-20
888,0.0
889,4.462609212631226e-18
890,5.646723914863647e-22
891,6.791781486325898e-17
892,0.0
893,0.0
894,0.0
895,1.9633084017566949e-19
896,0.0
897,5.101468838681641e-29
898,1.2546051206326275e-32
899,5.3872731167172294e-24
900,0.0
901,0.0
902,0.0
903,1.233038369036283e-28
904,0.0
905,3.927058698906252e-20
906,2.8677590649548804e-24
907,4.657995113211376e-16
908,0.0
909,0.0
910,0.0
911,9.734219443258548e-20
912,0.0
913,1.1657018304049654e-24
914,1.5774169116577028e-28
915,1.1658026351850656e-19
916,0.0
917,0.0
918,0.0
919,2.890769348699272e-24
920,0.0
921,1.7677799955345902e-16
922,2.2513122700262867e-20
923,8.490030400104954e-16
924,0.0
925,0.0
926,0.0
927,2.5998611320932087e-18
928,0.0
929,4.7241280435806326e-26
930,8.638220107017626e-30
931,2.8730301041503787e-21
932,0.0
933,0.0
934,0.0
935,8.019047202888412e-26
936,0.0
937,3.0818394905478163e-22
938,6.083326138812703e-26
939,1.8428262213062597e-17
940,0.0
941,0.0
942,0.0
943,7.6565743890726235e-22
944,0.0
945,3.8294319894819685e-22
946,6.486520959339731e-26
947,2.2423504867024318e-17
948,0.0
949,0.0
950,0.0
951,1.011039981970782e-21
952,0.0
953,3.142354095151158e-18
954,1.9878505950664276e-22
955,9.815302384543769e-16
956,0.0
957,0.0
958,0.0
959,2.9518558476462676e-18
960,0.0
961,5.192308352802391e-23
962,8.26202067577956e-27
963,1.2021262813819829e-18
964,0.0
965,0.0
966,0.0
967,1.2661747643325548e-22
968,0.0
969,9.542384497733167e-18
970,5.752913932819513e-22
971,1.7218509045191467e-15
972,0.0
973,0.0
974,0.0
975,5.234463022733032e-18
976,0.0
977,1.8470390547509317e-20
978,2.452063486137558e-24
979,2.9180779273326647e-18
980,0.0
981,0.0
982,0.0
983,7.793634339163539e-21
984,0.0
985,1.0873519373176128e-20
986,1.3844319560011504e-24
987,3.3397526833259656e-18
988,0.0
989,0.0
990,0.0
991,8.919882748419967e-21
992,0.0
993,3.2411170449226008e-16
994,4.425596899800267e-20
995,1.5561680836626533e-15
996,0.0
997,0.0
998,0.0
999,4.809096973256213e-18
1000,0.0
1001,5.455989665427944e-27
1002,1.1122237905672442e-30
1003,5.747254834012075e-22
1004,0.0
1005,0.0
1006,0.0
1007,1.2879672680901173e-26
1008,0.0
1009,3.3136823584572774e-28
1010,6.309973741598183e-32
1011,3.50304066372903e-23
1012,0.0
1013,0.0
1014,0.0
1015,7.974684157732131e-28
1016,0.0
1017,7.138191249423031e-27
1018,1.3619350899474514e-30
1019,7.467920259964063e-22
1020,0.0
1021,0.0
1022,0.0
1023,1.6620297789435637e-26
1024,0.0
1025,4.690471897801381e-28
1026,8.369312303101767e-32
1027,4.936066767036157e-23
1028,0.0
1029,0.0
1030,0.0
1031,1.1254175481886701e-27
1032,0.0
1033,4.0228060324913904e-29
1034,7.129678866268388e-33
1035,3.543614856642077e-24
1036,0.0
1037,0.0
1038,0.0
1039,7.565527081801868e-29
1040,0.0
1041,4.725888422978235e-21
1042,3.4431276344713417e-25
1043,9.812676847105077e-17
1044,0.0
1045,0.0
1046,0.0
1047,1.1213034201570098e-20
1048,0.0
1049,3.1323964949372446e-18
1050,3.4765372723418835e-22
1051,2.659386463451372e-16
1052,0.0
1053,0.0
1054,0.0
1055,8.275554287680908e-19
1056,0.0
1057,3.556608569027589e-28
1058,8.949826074025126e-32
1059,4.0026433144010496e-23
1060,0.0
1061,0.0
1062,0.0
1063,8.819900180538343e-28
1064,0.0
1065,1.2745742523287605e-20
1066,1.5348485021422326e-24
1067,3.08627108418394e-17
1068,0.0
1069,0.0
1070,0.0
1071,3.2307293350885903e-20
1072,0.0
1073,2.2302503452378686e-20
1074,2.233182983931315e-24
1075,2.979552212019289e-17
1076,0.0
1077,0.0
1078,0.0
1079,5.530672393432179e-20
1080,0.0
1081,5.675972465163765e-27
1082,8.782854624654665e-31
1083,5.95042551838964e-22
1084,0.0
1085,0.0
1086,0.0
1087,1.3414266922260337e-26
1088,0.0
1089,7.39050502032127e-27
1090,1.518931106177738e-30
1091,7.8688524410465285e-22
1092,0.0
1093,0.0
1094,0.0
1095,1.761295597913984e-26
1096,0.0
1097,1.157558992782247e-21
1098,8.843526410575317e-26
1099,5.26560810987494e-17
1100,0.0
1101,0.0
1102,0.0
1103,2.7283191372901313e-21
1104,0.0
1105,9.073866965070787e-30
1106,2.856576536114918e-33
1107,1.249247032040915e-24
1108,0.0
1109,0.0
1110,0.0
1111,2.2399686204636497e-29
1112,0.0
1113,5.265822187161182e-27
1114,1.1107143617812403e-30
1115,5.903961232418888e-22
1116,0.0
1117,0.0
1118,0.0
1119,1.3058365853745265e-26
1120,0.0
1121,9.117863931870652e-30
1122,1.7533723328033166e-33
1123,9.28506837600272e-25
1124,0.0
1125,0.0
1126,0.0
1127,2.0502794168059206e-29
1128,0.0
1129,4.612792960909122e-26
1130,7.276553029782162e-30
1131,3.2854620344518915e-21
1132,0.0
1133,0.0
1134,0.0
1135,7.513969147559344e-26
1136,0.0
1137,1.6518634929167484e-29
1138,3.389267596895377e-33
1139,1.2835836820548568e-24
1140,0.0
1141,0.0
1142,0.0
1143,2.6501635619853497e-29
1144,0.0
1145,3.5418778531067004e-28
1146,6.428636957577816e-32
1147,3.6812799987313726e-23
1148,0.0
1149,0.0
1150,0.0
1151,8.245800686380925e-28
1152,0.0
1153,2.5450917653643167e-21
1154,3.002496310351403e-25
1155,5.755757621437932e-18
1156,0.0
1157,0.0
1158,0.0
1159,6.311477738865532e-21
1160,0.0
1161,8.660438573746925e-27
1162,1.8549095849760913e-30
1163,6.198212660953567e-22
1164,0.0
1165,0.0
1166,0.0
1167,1.4189328924615803e-26
1168,0.0
1169,3.406436795140988e-21
1170,2.7023150143921774e-25
1171,3.4495310897812975e-17
1172,0.0
1173,0.0
1174,0.0
1175,8.41366275382172e-21
1176,0.0
1177,2.8611197938509305e-21
1178,2.350168738896682e-25
1179,4.13359092751693e-17
1180,0.0
1181,0.0
1182,0.0
1183,6.923926626485055e-21
1184,0.0
1185,2.3727582167029833e-20
1186,1.7310895838371508e-24
1187,4.133041150194603e-16
1188,0.0
1189,0.0
1190,0.0
1191,5.831401659944075e-20
1192,0.0
1193,8.942684757486816e-19
1194,6.416440617419011e-23
1195,6.185972140444393e-16
1196,0.0
1197,0.0
1198,0.0
1199,1.8541003208240818e-18
1200,0.0
1201,2.845525747572373e-26
1202,6.710792300708798e-30
1203,3.502349356518792e-21
1204,0.0
1205,0.0
1206,0.0
1207,7.066102613083848e-26
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,8.012454781635428e-38
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,9.32000066139918e-37
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,1.6211803542054785e-37
1282,0.0
1283,1.3821091561563978e-33
1284,0.0
1285,0.0
1286,0.0
1287,1.1925049931404193e-37
1288,0.0
1289,0.0
1290,0.0
1291,9.796414785923594e-38
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,3.0557808446907906e-37
1298,0.0
1299,2.6233624976736073e-33
1300,0.0
1301,0.0
1302,0.0
1303,2.453141790239574e-37
1304,0.0
1305,1.2380238756245295e-37
1306,0.0
1307,1.054731224387506e-33
1308,0.0
1309,0.0
1310,0.0
1311,9.756361191658105e-38
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,0.0
1331,0.0
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,2.753945247266741e-38
1346,0.0
1347,2.7852020803364235e-34
1348,0.0
1349,0.0
1350,0.0
1351,2.0376154852885376e-38
1352,0.0
1353,0.0
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,0.0
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,0.0
1400,0.0
1401,2.1979495332393474e-38
1402,0.0
1403,2.0079893223904685e-34
1404,0.0
1405,0.0
1406,0.0
1407,2.0537221499673335e-38
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,5.183185538015835e-38
1418,0.0
1419,5.09548515748645e-34
1420,0.0
1421,0.0
1422,0.0
1423,3.8528743315564775e-38
1424,0.0
1425,0.0
1426,0.0
1427,6.7396815066925715e-37
1428,0.0
1429,0.0
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,1.3997672853576564e-33
1442,0.0
1443,9.236329688309234e-30
1444,0.0
1445,0.0
1446,0.0
1447,1.4474988763212685e-33
1448,0.0
1449,0.0
1450,0.0
1451,0.0
1452,0.0
1453,0.0
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.0
1471,0.0
1472,0.0
